741.21,1798.6,115,189.82
486.06,2180.3,115,124.26
335.53,1289.6,144.82,115
508.43,2350.2,115,130.01
747.38,1178.9,115,191.41
712.23,3726.6,115,182.38
509.95,3021.6,115,130.4
744.54,2565.8,115,190.68
507.61,3234.4,115,129.8
415.46,2142,115,115
747.6,1518.7,115,191.47
410.6,2697.7,115,115
779.54,1108.3,120.58,190.2
397.5,2095,116.16,115
740.37,2108.2,115,189.61
365.93,2521.6,130.76,115
731.72,3199.5,115,187.39
743.38,1864.1,115,190.38
448.11,1981.5,115,115
488.5,2779.8,115,124.89
677.77,779.41,167.38,122.6
701.34,2849.8,115,179.58
742.23,2767.4,115,190.09
1241.7,1626.1,115,300
651.04,876.15,157.99,129.89
784.7,905.48,138.13,160.38
566.88,2494.1,115,145.03
741.21,2505.4,115,189.82
748.29,1882.5,115,191.64
716.8,3526.4,115,183.55
454.03,1619.5,115,116.03
526.43,2944.1,115,134.64
1087.8,1063.1,110.02,255.5
906.31,1452.9,115,232.25
621.7,1255.2,115,159.12
743.12,1900.8,115,190.31
680.23,1016.1,135.63,153.86
738.28,1520.9,115,189.07
353.32,2474.7,136.59,115
705.65,1871.6,115,180.69
655.15,1077.2,128.5,155.94
580.49,950.25,154.08,124.26
1049.3,1091.6,112.69,252.46
652.5,1062.2,130.8,153.43
502.2,1039.3,142.84,116.11
651.91,645.93,190.92,101.69
883.88,1019,121.61,200.04
606.18,1047.2,135.51,140.85
617.89,1592.5,115,158.14
347.95,2317.8,139.07,115
743.15,1978,115,190.32
599.63,2280.3,115,153.45
648.13,1742.4,115,165.91
703.31,1609.1,115,180.09
599.63,2202.4,115,153.45
659.5,1135.5,119.96,164.42
777.71,2456.2,115,199.2
615.44,1726.8,115,157.51
475.67,1876.3,115,121.59
786.12,1321.5,115,201.36
747.19,1925.7,115,191.36
732.74,1949.2,115,187.65
747.55,1764.5,115,191.45
487.81,2254,115,124.72
516.73,2845.3,115,132.15
736.24,1921.1,115,188.55
332.5,1276.4,146.22,115
407.33,2296.7,115,115
479.52,2653.8,115,122.58
707.15,3710.9,115,181.07
418.58,2142,115,115
725.75,4119.3,115,185.85
1738.9,1052.4,105.24,272.22
511.66,1772.4,115,130.84
593.27,957.32,151.63,127.74
756.87,1890.7,115,193.85
585.72,948.49,153.88,125.17
858.17,1549.1,115,219.88
678.99,1278,115,173.84
437.43,2729.7,115,115
743.25,1535,115,190.35
501.29,2157.3,115,128.18
842.25,1604.8,115,215.78
3419.1,2050.1,115,300
289.29,2277,166.2,115
303.03,1210.6,159.85,115
511.2,2840.5,115,130.72
796.82,1015.1,127.76,179.84
739.19,3928.8,115,189.31
708.5,2856,115,181.42
748.8,1012.6,131.31,168.73
792.67,1410,115,203.05
654.12,1095.5,125.88,158.01
778.04,1572.8,115,199.29
793.07,1419.7,115,203.15
644.79,1028.6,136.18,147.46
735.76,2103.8,115,188.42
435.88,2060.8,115,115
745.3,1056.4,126.97,174.29
676.05,1218.4,115,173.08
494.05,1044.2,142.25,114.7
297.24,1152.8,165.55,113.57
683.35,922.18,147.78,142.21
742.91,1269.6,115,190.26
745.99,1527.7,115,191.05
736.96,2086.2,115,188.73
411.5,1555.8,115,115
313.3,1225.2,155.1,115
728.94,2498.9,115,186.67
733.78,1803.1,115,187.92
393.56,1438.3,117.98,115
457.87,1722.2,115,117.02
734.7,1964.6,115,188.15
744.64,3215.2,115,190.71
497.77,2853,115,127.27
614.12,1229.3,115,157.17
720.7,3479.3,115,184.56
612.28,1217.3,115,156.7
334.22,2515.1,145.42,115
385.03,2564.5,121.92,115
620.52,1588.2,115,158.81
728.57,3733,115,186.58
856.99,1172.4,115,219.57
715.03,924.06,144.09,148.94
294.74,2300.8,163.68,115
472.56,3018.1,115,120.8
666.61,1135.2,119.89,166.15
486.1,2869.2,115,124.28
712.47,2550.1,115,182.44
626.27,1460.7,115,160.29
666.79,1359.5,115,170.7
298.25,1030.7,186.58,103.45
749.83,1525.3,115,192.04
725.72,3517.4,115,185.85
613.12,1224.3,115,156.91
789.98,904.6,137.59,161.31
732.94,1004.8,133.28,164.06
756.94,1829.9,115,193.87
651.94,1068.6,129.88,154.11
670.25,1200.7,115,171.59
583.71,764.09,186.19,104.52
324.62,1312.3,149.87,115
621.7,1907.7,115,159.12
753.57,1179.9,115,193
550.11,793.93,186.57,101.81
421.17,2757.3,115,115
779.65,1520.8,115,199.7
421.97,1585.3,115,115
500.33,3076.7,115,127.93
453.98,1704.5,115,116.02
762.7,1531.7,115,195.34
619.41,1804.7,115,158.53
451.31,2740.7,115,115.34
737.71,1758,115,188.93
418.58,2153.5,115,115
509.79,2056,115,130.36
773.95,1626.8,115,198.24
740.68,1358,115,189.69
739.42,1982.2,115,189.37
785.4,1229.6,115,201.18
718.37,1411.5,115,183.96
657.67,1101,124.97,159.56
411.42,2447.3,115,115
378.9,2161.9,124.76,115
508.37,2131.9,115,130
551.49,968.19,153.5,120.02
508.05,1932.6,115,129.91
752.27,1629,115,192.67
840.92,770.84,139.89,149.68
349.22,2000.5,138.48,115
744.75,2021.7,115,190.73
674.01,1166.2,115.52,172.06
518.37,1007.1,148.5,116.7
357.94,1437.9,134.45,115
425.92,2382.9,115,115
507.19,2893.5,115,129.69
675.45,1336.8,115,172.93
610.22,989.88,144.7,135.11
634.42,989.34,142.86,140.34
505.87,2260.6,115,129.35
775.08,1011.7,129.56,174.46
432.44,2402.6,115,115
751.13,1307.2,115,192.37
599.81,2152.9,115,153.49
744.22,1712.3,115,190.6
516.85,801.71,190.5,96.645
749.17,1588.2,115,191.87
409.89,2307.9,115,115
739.32,1898,115,189.34
723.6,3833.8,115,185.3
367.75,1384.9,129.91,115
346.61,2108,139.69,115
474.23,707.34,218.21,80.874
578.42,984.88,148.13,127.61
529.69,997.66,149.57,118.27
685.27,3244.4,115,175.45
486.67,2680.9,115,124.42
625.44,1838,115,160.08
624.67,1451.8,115,159.88
785.08,1196.3,115,201.1
720.34,1605.8,115,184.46
533.95,2984.3,115,136.57
724.93,1971.6,115,185.64
308.51,1155.7,159.93,113.81
751.39,1530,115,192.44
332.61,1831.8,146.17,115
268.89,2622.5,175.64,115
740.74,2152.3,115,189.71
727.82,2990.5,115,186.38
246.31,2534.7,186.08,115
496.31,1821.9,115,126.9
963.3,687.46,119.12,155.17
629.71,1023.2,137.96,143.39
741.84,2015.2,115,189.99
444.45,2087.8,115,115
434.27,2408.9,115,115
678.8,1317.1,115,173.79
328.01,1840.2,148.3,115
705.91,1930.9,115,180.75
744.36,1906.5,115,190.63
464.55,2786.5,115,118.74
463.67,2571.2,115,118.51
403.35,1560.2,115,115
424.88,2184.7,115,115
497.55,2914.9,115,127.22
739.54,2787.7,115,189.4
798.11,1401.6,115,204.44
465.46,2788.5,115,118.97
738.09,1643.7,115,189.02
410.13,2325,115,115
717.92,3640.7,115,183.84
743.4,1837.5,115,190.39
768.04,1287.1,115,196.72
743.74,2538.4,115,190.47
721.42,3048.9,115,184.74
405.48,2623.4,115,115
747.44,1009.4,131.74,167.96
738.71,1851.3,115,189.18
732.78,1980.6,115,187.66
416.63,1517.6,115,115
600.06,2180.6,115,153.56
427,1625.1,115,115
546.11,868.31,173.09,108.66
715.8,3219.1,115,183.29
738.69,2546.1,115,189.18
610.72,983.57,145.7,134.49
348.39,1406.1,138.87,115
393.56,1450.2,117.98,115
365.83,2412.2,130.8,115
443.9,2864.4,115,115
337.02,1743.1,144.13,115
782.4,709.83,155.46,130.41
297.57,1230.1,162.38,115
329.1,2400.7,147.79,115
782.59,2329.6,115,200.46
1031.8,596.93,102.73,147.63
455.69,1683.9,115,116.46
706.02,681.47,174.26,114.39
750.13,1858.3,115,192.12
344.66,2095.1,140.59,115
463.47,2370.8,115,118.46
736.13,1530.9,115,188.52
496.49,2964.8,115,126.95
572.32,876.39,168.15,114.59
787.75,2395.4,115,201.78
561.64,2492.5,115,143.69
433.18,2718,115,115
412.18,1511.4,115,115
996.06,2094,115,255.31
493.23,2426.6,115,126.11
658.71,1124.9,121.5,162.87
642.28,1569.6,115,164.41
365.83,2424.1,130.8,115
508.93,2471.3,115,130.14
428.44,2773.9,115,115
508.89,658.64,221.14,81.874
684.82,1667.2,115,175.33
746.52,2025.6,115,191.19
744.37,1870.1,115,190.64
419.41,2670.9,115,115
737.92,1521.3,115,188.98
523.5,1016.4,146.26,118.74
698.57,2835.2,115,178.87
320.91,1648.5,151.58,115
609.47,1226.3,115,155.97
307.7,1207.3,157.69,115
748.58,1726.6,115,191.72
785.01,942.05,134.93,166.02
379.04,1477.3,124.69,115
731.9,2402.5,115,187.43
427.03,1634.2,115,115
739.11,2260,115,189.29
607.47,1230.3,115,155.46
499.67,2944.6,115,127.76
741.19,2333.2,115,189.82
1464.8,1083.8,107.83,279.6
691.45,1397.2,115,177.04
692.31,1648.3,115,177.26
749.72,875.06,145.31,148.95
722.32,4012.9,115,184.97
567.59,2506.5,115,145.21
565.46,995.16,147.3,125.89
757.93,1443.8,115,194.12
599.46,876.65,164.59,119.9
744.69,1750.8,115,190.72
4628.7,1684.3,115,300
741.13,1780.6,115,189.81
736.93,1534,115,188.73
513.53,903.82,170.13,105.75
506.34,1879.6,115,129.48
727.7,4151.6,115,186.35
787.54,1266.7,115,201.73
762.14,843.92,146.7,146.79
484.43,1943.3,115,123.85
656.67,1170.2,115,168.1
322.13,1648.5,151.02,115
736.46,2536.6,115,188.6
419.58,2359.2,115,115
1169.1,1976.7,115,299.76
601.72,958.49,150.64,129.66
402.01,1559.8,115,115
740.23,2352.3,115,189.57
690.42,1606.5,115,176.77
670.81,660.26,184.66,106.28
732.51,1387.4,115,187.59
280.63,2551.1,170.21,115
500.79,3062.4,115,128.05
363.52,2188.1,131.87,115
360.79,2175.2,133.13,115
836.28,2060.4,115,214.25
664.06,1189.6,115,170
902,1107.8,117.23,219.98
653.84,1052.5,132.15,152.52
446.18,2152.3,115,115
630.49,920.53,153.81,131.21
740.25,1803,115,189.58
699.56,1833.9,115,179.12
679.1,1246.2,115,173.87
343.24,1947.2,141.25,115
387.37,2040.2,120.84,115
595.28,644.49,204.15,93.219
644.4,2282.5,115,164.95
729.25,3625.5,115,186.75
473.87,1088.8,133.34,113.97
472.86,2682.6,115,120.87
494.62,1800.1,115,126.47
719.29,4049.7,115,184.19
481.49,2638.3,115,123.09
745.06,1850.8,115,190.81
389.37,2567.8,119.92,115
505.78,1758.7,115,129.33
795.84,1016.3,127.73,179.82
303.58,1213.3,159.6,115
652.89,922.2,151.1,135.99
591.77,2416.7,115,151.43
612.64,1232.3,115,156.79
719.29,4064.5,115,184.19
602.24,2103.9,115,154.12
392.14,2231.9,118.63,115
524.33,2417.3,115,134.1
742.58,1884.3,115,190.18
466.54,2403.1,115,119.25
442.07,1571.5,115,115
3415.3,2051.8,115,300
714.6,3664.7,115,182.99
741.87,2432.6,115,189.99
432.16,2208.8,115,115
645.75,1710.3,115,165.3
755.19,1521.8,115,193.42
536.46,991.31,150.3,119.13
460.13,2510.7,115,117.6
735.27,1797.1,115,188.3
433.51,2709.8,115,115
243.73,2479.7,187.28,115
523.01,993.38,150.95,116.39
747.11,1932.6,115,191.34
517.19,2603,115,132.26
750.72,1242.9,115,192.27
663.3,1158.3,116.66,168.3
416.98,1555.8,115,115
339.69,1905.3,142.9,115
729.02,2638.1,115,186.69
754.98,1518.1,115,193.36
613.35,1232.3,115,156.97
537.51,999.97,148.52,120.23
747.66,1895.3,115,191.48
290.67,1202,165.56,115
432.29,2802.7,115,115
823.56,1015,125.94,185.81
760.06,2299.5,115,194.67
745.84,2499.6,115,191.01
611.12,1228.3,115,156.4
507.16,3241.9,115,129.69
742.37,1879.5,115,190.12
737.26,2071,115,188.81
591.54,934.28,155.75,124.8
688.4,913.9,148.29,142.15
308.51,1169.6,157.39,114.97
779.12,1147.5,117.03,196.12
739.91,1907,115,189.49
685.49,3274.9,115,175.51
797.2,1365.5,115,204.21
419.29,2745.8,115,115
645.75,1723.2,115,165.3
643.17,762.02,175.89,114.45
811.03,2583.5,115,207.76
773.27,955.17,134.9,165.54
334.86,2175.9,145.13,115
717.83,3679.1,115,183.82
716.05,3375.9,115,183.36
741.91,1517.8,115,190.01
477.5,2531.1,115,122.07
741.3,1635,115,189.85
924.65,1148.7,115.55,233.03
525.13,2450,115,134.31
510.34,795.95,192.74,94.937
398.76,2597.2,115.58,115
910.08,1688.1,115,233.22
406.6,2292.1,115,115
433.78,1596.3,115,115
485.72,2241.9,115,124.18
910.37,1453.3,115,233.29
755.82,2013.1,115,193.58
798.2,2575.8,115,204.47
731.39,1779.2,115,187.3
596.38,933.06,155.45,125.66
754.35,1151.6,116.87,190.48
599.67,2697.8,115,153.46
300.49,1199.7,161.03,115
825.33,756.67,143.59,144.73
379.17,2555.2,124.63,115
328.9,1849.5,147.88,115
615.49,1053.4,134,143.73
1462.7,957.92,97.446,250.04
1352.5,1067.9,106.52,275.87
611.36,1220.3,115,156.46
465.97,2985.7,115,119.1
469.42,2458.1,115,119.99
454.83,2257.1,115,116.24
620.15,1636,115,158.72
724.63,3061,115,185.56
469.85,1668.7,115,120.1
285.18,1129.9,174.87,111.66
501.7,1742.8,115,128.28
738.01,1888.5,115,189
476.9,1888.4,115,121.91
735.36,2353.7,115,188.32
367.69,2111.9,129.94,115
1265.2,915.51,93.965,240.13
622.18,1978.3,115,159.24
625.79,1794.8,115,160.17
500.22,2065.4,115,127.9
625.29,1802,115,160.04
679.6,1553.3,115,173.99
739,1631.6,115,189.26
703.82,1480.3,115,180.22
654.98,979.09,142.69,143.54
667.28,1632.8,115,170.83
257.18,2449.5,181.06,115
434.29,2223.2,115,115
394.43,2591.5,117.58,115
450.09,2487.1,115,115.02
1026.5,607.54,104.24,149.03
654.08,761.6,173.99,116.26
501.51,2248.6,115,128.24
514.01,2559.3,115,131.45
662.58,1563.5,115,169.62
724.4,1910.7,115,185.51
4588.4,1604.1,115,300
748.86,1453,115,191.79
496.67,1819.2,115,126.99
613.97,1232,115,157.13
528.66,924.44,164.25,110.81
694.47,1502.3,115,177.81
846.5,1542.3,115,216.88
676.27,1636.7,115,173.14
301.07,1194.6,160.75,115
738.94,1133.8,118.93,183.99
300.01,1153,164.26,113.59
592.82,2383.3,115,151.7
668.46,1220.4,115,171.13
486.74,1920.1,115,124.44
389.63,2582.7,119.8,115
744.41,1531.7,115,190.65
380.37,1434.4,124.08,115
510.53,2555.7,115,130.55
601.98,2089.6,115,154.05
505.87,2272.8,115,129.35
748.76,2048.1,115,191.76
748.75,1868.5,115,191.76
552.12,873.39,171.33,110.34
735.82,2436.1,115,188.44
481.03,1055.7,140.43,112.73
740.87,2073.1,115,189.74
285.4,2682.9,168,115
742.03,1809.4,115,190.04
735.9,3933.8,115,188.46
742.29,1529.8,115,190.1
754.85,1511.9,115,193.33
332.92,1838.4,146.02,115
369.9,2332.7,128.92,115
743.22,1368.1,115,190.34
738.32,2301.1,115,189.08
735.38,2310.8,115,188.33
742.29,1523.7,115,190.1
424.57,1539.1,115,115
588.85,2457.4,115,150.68
731.61,2040,115,187.36
507.02,2209.4,115,129.65
747.32,1881.3,115,191.39
473.44,679.96,224.39,78.402
753.87,1186.4,115,193.08
295.54,2703.5,163.31,115
750.22,1604.2,115,192.14
495.42,2742.8,115,126.67
718.03,3039.8,115,183.87
1460.8,940.96,96.052,246.07
356.77,2309.8,135,115
746.33,1330.2,115,191.14
717.98,1895.8,115,183.86
747.2,1777.4,115,191.37
742.62,2552.2,115,190.19
725.74,3327.8,115,185.85
694.44,1468.2,115,177.81
445.69,1634.4,115,115
760.56,1487,115,194.8
349.98,2308.5,138.13,115
793.13,1337.6,115,203.17
1056.7,1482.6,115,270.9
504.74,3293.5,115,129.07
438.17,2822.6,115,115
376.98,2150.6,125.64,115
528.43,996.26,149.95,117.86
749.51,3178.7,115,191.96
610.82,1232.3,115,156.32
1022.7,1307,115,262.14
718.08,1832.7,115,183.88
526.15,997.51,149.87,117.48
341.86,2467.4,141.89,115
491.51,2845.1,115,125.67
526.86,862.13,176.88,104.34
795.87,2559.4,115,203.87
641.56,1555.9,115,164.22
806.1,1387.1,115,206.5
613.77,1223.3,115,157.08
753.41,3262.3,115,192.96
250.25,2464.8,184.26,115
750.03,1686.4,115,192.09
779.35,1520.8,115,199.62
703.48,1468.9,115,180.13
713.55,2996.8,115,182.72
1134.7,925.18,98.578,235.14
722.34,3089.3,115,184.98
727.53,1543.8,115,186.31
555.02,957.25,155.24,119.63
875.39,1190.2,115,224.3
1398,927.82,94.974,243
664.01,945.45,146.64,141.22
734,2391.6,115,187.97
438.8,2432.6,115,115
346.17,1792,139.9,115
520.09,1464.9,115,133.01
291.99,1154.5,167.64,113.71
616.13,971.1,147.26,134.2
692.27,1972.5,115,177.25
280.5,2855.2,170.27,115
722.28,2907.7,115,184.96
777.17,1390.2,115,199.06
538.8,931.98,161.69,113.65
668.56,1452.8,115,171.16
854.39,1551.5,115,218.91
447.46,2163.9,115,115
735.66,1689.6,115,188.4
445.18,2268.5,115,115
486.15,2693.2,115,124.29
1003.3,1091.7,114.29,241.42
743.78,2535.3,115,190.49
731.12,3658.6,115,187.23
702.7,1833.9,115,179.93
727.01,1576.7,115,186.18
734.82,2413,115,188.18
756.37,2544.2,115,193.72
293.02,1071.6,181.51,106.83
1187.7,844.61,88.164,223.62
743.07,1688.8,115,190.3
436.41,2226,115,115
740.44,1285,115,189.63
735.9,3918.9,115,188.46
394.43,2602.2,117.58,115
743.17,1560.2,115,190.33
715.71,3512.1,115,183.27
529.63,2423.5,115,135.46
746.26,2385.5,115,191.12
336.73,2738.4,144.26,115
375.94,2586,126.13,115
538.83,908,166.35,111.24
738.08,1817.3,115,189.02
331.48,2099.4,146.69,115
434.44,1620,115,115
576.57,867.14,169.24,114.41
736.54,2595,115,188.62
792.23,1373.4,115,202.93
310.83,1245.8,156.24,115
663.31,1678.5,115,169.81
745.41,1906.1,115,190.9
687.19,3290.5,115,175.94
723.02,3912.2,115,185.15
736.57,2763.7,115,188.63
757.15,897.16,142.17,153.63
514.32,1884.5,115,131.53
510.45,1999.3,115,130.53
730.63,3640.6,115,187.11
816.97,2530.6,115,209.29
436.74,1635.3,115,115
728.34,3542.8,115,186.52
318.4,1754.2,152.74,115
635.14,645.6,194.82,99.191
498.38,2966.1,115,127.43
340.53,1903.3,142.5,115
265.25,2592.6,177.32,115
731.67,2391.6,115,187.37
4589.2,1604.1,115,300
730.05,2637.9,115,186.96
508.01,2862,115,129.91
4639.5,1649,115,300
334.92,1863.7,145.1,115
611.74,1222.4,115,156.56
779.76,1391.7,115,199.73
502.46,2364.6,115,128.48
693.74,1435.3,115,177.63
1146.6,843.16,91.418,218.89
1171.6,1985.1,115,300
