0,0,0,0
0.0141,0,0.0141,0
0.0282,0,0.028196,0
0.0423,0,0.042287,0
0.0564,0,0.05637,0
0.0705,0,0.070442,0
0.0846,0,0.084499,0
0.0987,0,0.09854,0
0.1128,0,0.11256,0
0.1269,0,0.12656,0
0.141,0,0.14053,0
0.1551,0,0.15448,0
0.1692,0,0.16839,0
0.1833,0,0.18228,0
0.1974,0,0.19612,0
0.2115,0,0.20993,0
0.2256,0,0.22369,0
0.2397,0,0.23741,0
0.2538,0,0.25108,0
0.2679,0,0.26471,0
0.282,0,0.27828,0
0.2961,0,0.29179,0
0.3102,0,0.30525,0
0.3243,0,0.31865,0
0.3384,0,0.33198,0
0.3525,0,0.34525,0
0.3666,0,0.35844,0
0.3807,0,0.37157,0
0.3948,0,0.38462,0
0.4089,0,0.3976,0
0.423,0,0.4105,0
0.4371,0,0.42331,0
0.4512,0,0.43605,0
0.4653,0,0.44869,0
0.4794,0,0.46125,0
0.4935,0,0.47371,0
0.5076,0,0.48608,0
0.5217,0,0.49835,0
0.5358,0,0.51053,0
0.5499,0,0.5226,0
0.564,0,0.53457,0
0.5781,0,0.54643,0
0.5922,0,0.55819,0
0.6063,0,0.56983,0
0.6204,0,0.58136,0
0.6345,0,0.59277,0
0.6486,0,0.60407,0
0.6627,0,0.61525,0
0.6768,0,0.6263,0
0.6909,0,0.63723,0
0.705,0,0.64803,0
0.7191,0,0.65871,0
0.7332,0,0.66925,0
0.7473,0,0.67966,0
0.7614,0,0.68994,0
0.7755,0,0.70007,0
0.7896,0,0.71007,0
0.8037,0,0.71993,0
0.8178,0,0.72964,0
0.8319,0,0.73921,0
0.846,0,0.74863,0
0.8601,0,0.75791,0
0.8742,0,0.76703,0
0.8883,0,0.776,0
0.9024,0,0.78482,0
0.9165,0,0.79348,0
0.9306,0,0.80198,0
0.9447,0,0.81032,0
0.9588,0,0.8185,0
0.9729,0,0.82652,0
0.987,0,0.83438,0
0,0.0141,0,0.0141
0.0141,0.0141,0.014101,0.014099
0.0282,0.0141,0.028199,0.014095
0.0423,0.0141,0.042292,0.014088
0.0564,0.0141,0.056376,0.014078
0.0705,0.0141,0.070449,0.014065
0.0846,0.0141,0.084508,0.01405
0.0987,0.0141,0.09855,0.014032
0.1128,0.0141,0.11257,0.014011
